id,text,review
7969,"a G Spot is a myth.  and Dr Graffenberg was a mad scientist.

So its no surprise that I couldn't find the Gelato Spot either.  Shannon spouts, ""I love gelato so much, I would bathe in it"".  Hmmm, that's interesting

I drove in and around the dirt road
... and went up and down Scottsdale 
... explored the box
... looked south of the landing strip at Scottsdale Airpark
... manually googled it
... orally asked the passerbys

Road several times and I couldn't find it ANYWHERE

Maybe I need to do more research.  Perhaps some field research...Or a targeted focus group

*** UPDATE  ***
Its on Shea Blvd??  No wonder I couldn't find it-
I was looking down the wrong road

*** UPDATE  ***
Thanks Jake P for ""Yeah it is on Shea, in the strip mall area east of scottsdale rd near the Harkins Theater and Pita Jungle and such.... ""
BUT the point of this review was sarcasm.  i.e. g- spot is hard to find

*** UPDATE  ***
Now I have a girl, ""Shannon W"", telling me where g-spot is.  She writes, 
""It's on 74th St. and Shea, in between Coffee Plantation and Pita Jungle.""
Shannon W:  The point of this review was sarcasm.  i.e. g-spots are hard to find",Excellent
1762,"i used to come here with my roommate to grab an iced chai and do the crossword puzzle on our lazy, halcyon undergraduate afternoons, or come in for a warm breakfast and a cup of coffee, hungover after an amazing houseshow the night before back in the neighborhood.  this is that kind of place.

great, relaxing place to do homework or study.  depending on the day and the time, you'll find professors, honors college kids, hipster bike folk - the whole gamut of the non-party-bro asu population.

food is good, but a little overpriced, i think.  drinks, like any independent coffeeshop, depend on the barista, but i've never had a really bad drink experience here.  i especially like the dirty chai.",Very good
1408,"I went to the one in Mesa on Baseline. I loved the vibe, service, and decor. They have witty jokes on the walls and the whole place makes you feel like you are at a party on the beach. We ordered the carne asada burrito and the mushroom burger and the sweet potato fries. We got the dessert pear and blackberry lemonades. You get 1 free refill so we tried the blood orange and the guava flavors after. Everything tasted great. I would def go back and get the mushroom burger. The prices are super cheap and the portions are huge.",Very good
8413,"Love this spot - it's pretty close to the convention center so Natalie and I went here to check it out. The bacon is awesome here!

Their philosophy is great too - local, organic, etc. etc.  The place is tiny and quaint too and as always it's great to support a local independent business.  

Best breakfast in Phoenix that i've had and definitely one of my fave spots - went there the next day too - got the special and it was delish - check my photos to see what we got!",Excellent
9843,"As far as I know, I'm the only person in this town that has a dish named after them. I could be wrong, but I'm pretty sure I'm right. I mean, I'm always right.

By now, if you read my reviews, you know that I am vegan and I don't eat gluten. This makes dining out quite an issue at times, especially for breakfast/brunch. 

I really wanted to hit up The Vig Uptown for brunch because I like it as a Happy Hour spot, the space is incredible, it is within a bike ride from my house, and I love the Original Vig, but alas, there was nothing on the menu to accommodate me. I gently mentioned in person and a few times on FaceBook that having some sort of tofu scrambler would really improve their menu.

They listened.
They created.
They named. (after me!!!)

We stopped by for brunch this past Sunday for the dishes debut, and got a personal hello from Tucker. He was excited because they had already sold TEN AMber Scramblers that morning and it isn't even officially on the menu yet! I'm already a star!

So, whats the verdict on the AMber Scrambler? Amazing. Seriously. The thing that really sets this apart from other scrambler dishes is sun dried tomatoes. They bring such a delicious flavor! It certainly doesn't hurt that it comes with their signature guac and a side of pico.

I'll be here every weekend for the delicious dish and the $5 fresh squeezed mimosas! If you know whats good for you, you will too.",Excellent
787,"Not the WORST place, but nowhere NEAR the best place, I've ever been.

Went in, back in January, for a dinner around 9:30, on a rainy night with my beau. It took 15 minutes for our waitress to stop, acknowledge our existence, and take our drink order. By that time, we had decided our food order, and gave her that, too. Another 10 minutes later, we received our beverages. another 25 minutes later, we received our order, and my chili cheese fries were decidedly bland, while his hamburger was worse than McDonalds. Minus that his regular fries were actually good.

I'm pretty sure that will be my only experience at SPS's. The decorations were pretty awesome though.",Bad
2407,"Recently bought a house and had issues with the speed and interference with the very many wifi networks around me.
I decided to go wired so after I did a lot of research on how to get a wire from my second floor to first floor for the entertainment center. I bought a lot of tools from Fry's electronics and then after I started actually looking at what I had to do, I realized it would not be something I can do myself.

I called good guys electric and they came over and ran a couple of wires using CAT6 instead of the CAT5 I would have used through the (nail-ridden) attic and through walls without any wires sticking out while they kept away from the electrical wires to prevent interference.

I returned the tools and wire I got from Fry's electronics and that made the install very affordable.

I'm very happy with the quality of my network speed now, being able to stream HD content from my server upstairs to the TV 200 feet away.

After completing the network-wiring job, I had them install a new chandelier on a remote-controlled dimmer switch which was done quickly and works great",Excellent
3700,"A very inadequate meal and expensive for the low quality food you get.  Ordered the veal sorrentino and it was not enjoyable to eat.  Very dry, tough...just gross.  Caesar salad was also disgusting and unpleasant, saturated in dressing.  I did like the atmosphere, laid back and comfortable.  Knowing that Pasta Brioni is down the street, I won't go back.",Bad
6425,"Having gone to the now-closed location on Shea, I didn't expect to find myself at the new The Herb Box anytime soon.  My one visit was fine, but didn't leave me wanting more.  However, when Deb L hosted a recent UYE, it was the perfect opportunity for great company at the very least.  Well I'm happy to report I received even more than great company....great food, great service, and comfortable, yet beautiful surroundings were also on the plate.  

I began the evening with a glass of their house-made sangria.  I could drink this light and fruity beverage all day.  In fact, I think it would make a fine substitute for my morning OJ.  I did have a hard time choosing an entree.  While I was tempted by the pear and gorgonzola flatbread, I chose the goat-cheese chicken instead.  The shoulder cut chicken was perfectly cooked, but the meat itself was perhaps a little bland, although admittedly I do prefer chicken to be well-seasoned.  The goat cheese stuffing and the fig jam, however, resulted in an overall quite tasty dish.  I loved the mushroom risotto cakes served alongside!!

The Herb Box also graciously offered our table a variety of sweet treats at the end of the meal...a slice of fig bundt cake (my favorite), a couple different cupcakes, a whoopie pie, and a passionfruit cake.  While all were enjoyed, none of these wowed me.  I do think these may have been pastries available at the market, and not their dessert menu items.   

So thanks to Deb for giving me a reason to try The Herb Box.  I'm sure I will be back again!  I didn't get a chance to browse the market!",Very good
7267,"So it's so freakin' hot in AZ I didn't mind that yet another frozen yogurt place was opening up in town. Stopped by on opening day to check it out. The place seems really small compared to Yogurtland and Zoyo, the yogurt is the same but they had these neat gummi butterflies as toppings that I loved. They were supposed to give yelpers a free gift but when I asked about one they said come back in a few hours because they weren't giving them away right then. Yeah right, this place is not worth going out of the way for.",Bad
9657,"Fruity Pebbles! YAY!

They don't have a sign up yet, but we were walking by and noticed they were open and there were happy people inside so they must be, oh yes it was true, giving away free frozen yogurt! 

They were offering original (vanilla) and pomegranate flavors to choose from, I chose pomegranate. They have fruity pebbles as a topping which made me very happy, since that was my favorite cereal as a kid.",Very good
8310,Nice place...Need more restaurants..! Pretty huge airport...so long walks..!,Good
26,"I love love LOVE this place. My boss (who is into healthy eating) recommended this place. I went over with some highly skeptical friends and one dinner was enough to convert them into believers! The food here is so good! We had the Shrimp dumplings and the Onion tart as starters. We ordered the Shirataki noodles and street tacos as entrees. So also ordered the Kale-aid. All of the dishes were yummy. 
I have gone back many times since then and have never been disappointed! I have gone after yoga to get some Kale salad or the chicken chopped salad. I always have to get the Kale aid. 
Once, a guy at the next table, uprooted a whole plant by mistake (on the patio) and was highly embarrassed as was his date! Ever since, I have very careful not to throw my arms around as I can be quite clumsy sometimes! I do NOT want to be banned from my favorite place for my clumsiness! I don't think I can live without True Food!",Excellent
7313,Apparently fellow yelper Andrew and I are meeting in our dreams over maple bacon creme brulee! I'm seriously glad to see that I am not the only one having subconcious yearnings for this lil dab of heaven in a cup! All of the products are top notch though and who doesn'tlike creme brulee? Communists maybe? Chef Eric is awesome and so friendly too.,Excellent
3073,"If you're looking for a board game, card game or, well, ANY game you can't find at GameStop, try here! Their selection is huge, from games to figurines to key chains and novelty candy. Better yet, they're friendly and really seem to know what they're talking about. 

They also offer in-store tournaments and competitions. So much fun!",Very good
8921,"True Mexican street fare - at first a little intimidating for this Gringa, but it was awesome.   The owner Dan (who happens to be a Culinary Institute trained chef) put together a variety pack for us.  Everything is small and cheap, so you can get a whole bunch of different stuff to try.  $30 fed 5 people.

On the NE corner of 19th Ave & Glendale, next to 7-11.  Give 'em a try - you won't be disappointed!",Excellent
2174,"This place does not need another review, but I'll chime in anyway.

I have been dreaming of coming her for several months after countless hours of drooling over their website.

I went for a late lunch with the Gorgeous Gabi.  
We had the restaurant all to ourselves, it was quiet and comfortable.

I ended up just ordering a salad, it was so hot out (surprise) and I just wanted something light. 
I got a Diet Coke and the Caesar Romero Salad (see pics) it consisted of; mixed greens with cilantro dressing, grilled lemon/herb chicken, fontina, cherry tomatoes and toasted pepitas. 

It was really good, I like the mixed greens in place of the usual romaine and although I didn't taste much cilantro it had great flavor.

Our waitress was not very attentive at all, when she did come around to grab my empty glass of soda she did not ask me if I'd like another, instead she brought me a glass of water.........with a bug in it! 

I'm giving 3 stars for now, but I will go back because there are still quite a few things on the menu I'd like to try.",Good
9885,"I'm so happy these guys are here. I work next door at Gangplank, and the previous sandwich shop in this location was okay, but really started to slide downhill. Planet Sub totally renovated the place (looks great), breathed new life into it, and came out swinging with a diverse and tasty menu. You can really tell they're working hard to make this a great experience, and the sandwiches I've tried so far have been excellent. Look forward to going back soon!",Very good
3586,"i think reviews for this place are based on happy hour experiences. the food was SHOCKINGLY hot and fast out the kitchen. methinks there's some heavy microwave usage going on. the interior of the restaurant is and dark and fancy, but the food is mediocre and overpriced.  in fact, the roaring fork became both a barometer and a joke for the remainder of our visit in scottsdale.

if you want an equally priced meal with amazing food, yelp something else closer to oldtown (might i suggest something from the Baratin/FnB empire)?",Bad
4941,"I have gone here several times and have tried the pizza, subs and the calzones.  I have not had anything there that I did not like and the only reason I don't give this five stars is because everytime I am in there it seems a large group with lots of young kids has just sat down (or come to run around me while I try to eat) at the same time as my date and I.  I admit, I wish restaurants had sections for families so that those who do not like watching kids run around or spitting food out of their mouths on to the table could eat in peace, but that is just me and that is why I have dogs and not children.

Anyway, this place has awesome food, good service and if you can handle large groups of families then I highly recommend you take the drive out here to give it a try.",Very good
307,"I found this little hot spot on Yelp and used my phone to navigate me there; I wouldn't have found it otherwise.  This small establishment is hidden in a neighborhood right off of Historic Downtown Chandler.  It's a quaint little diner with modest décor.  I felt very comfortable there and the service was fast and friendly.  As I looked over the menu the first thing I saw was the Morning Monte and havarti cheese as one of the ingredients.  Cheddar isn't better; it's all about havarti folks!  I needn't look further; I knew that's what I was having.  Hawaiian bread French toast, bacon, turkey, egg and the havarti - absolutely delicious!  Can't wait to come back and bring everyone I know.",Excellent
2273,"This place has been around forever. I started coming here when I was 5 or 6, especially when my grandpa came to town from Cincinnati. He loved it. 

The whole ""wild west"" theme prevails, and it is fun to think about cowboys and times gone by. I liked the sasparilla when I was a kid, I don't think I've ever had it anywhere else. 

Last time I was in Phoenix we went again, and while the quality of the food has maybe slid a bit since I was 5 ( um, I'm kinda a LOT older now), it is still cool. I like the good mood of all the visitors, it's a place that inspires laughter and happy shared experience. 

If you do wear a tie, wear one you don't care about, ok. Trust me on this.",Very good
1884,"The management thanked me profusely for my input on Yelp and graciously invited me to return as a guest to show me the true Latilla Experience. I was told changes have been made because of reading my YELP review.The changes are that dinner portions are more ample than before, the appetizer plate share charge is gone now and I noticed the web site has been updated. This visit showed little resemblance to the service I had last time. A full staff was on with staff working in sync as a team with all the tables not just mine.

I was even more blown away with the food than the last time due to perhaps I picked foods that were more suiting to me some highs were-

Beet salad- it was similar to others I had in other places but this one also had HOUSE GROWN BEETS ,Riesling soaked pears and the toasted hazelnuts made the salad  pop with flavor. 

Foraged mushroom rissotto-correctally made with a depth of flavor, it was good on it's own but this had an added embellishment of a SIXTY TWO DEGREE duck egg. 

Nicely seasoned and prepared fresh branzino sat on top of ribbon cut caponata, an unusual surprise was the vinaigrette and the ribbon cut string less celery that was very good. 

We also enjoyed the Kobe Flap steak with wine reduction and tiny marble size multi color potatoes and tasty spinach.

Since we skipped the interesting desserts last time we had to try one this time and tried the chocolate hazelnut cake with jam-figs and mascarpone gelato this dessert was garnished with a chocolate sort of lavender crisp and roasted hazelnuts. This dessert was something Iron chef worthy for sure with all the flavors working well together.

The service we had was phenomenal.

The food at Latilla is masterfully done, the surroundings are majestic and breathtaking. The meal we had wasn't ordinary it was extraordinary!",Excellent
4933,"SIMPLY AMAZING!  WE LOVE IT!

My hubby and I stopped in one day after deciding NOT to go to NYPD. 
They were next door, and we thought lets try something new. We have been there 3 times since. You sit, and the food comes by and you just grab what you want off the rotating bar. ITS GREAT! Especially if you can not decide what you want until seeing it. We ate like King and Queen for $20.00.

They have simple pricing, and it is affordable for a date or family.",Excellent
1628,"Id say 3 stars but since the have menudo everyday and prepare it at order I'll go 4. Street tacos are good so is the carne asada.  Typical gringo ""Mexican"" food.",Very good
5171,"Good food, but I don't care for the SUPER FAST waitstaff. Fast is one thing, but walking away while I am still trying to order is RUDE.",Good
6722,"I was going to take the time to write a scathing review, but I honestly can't even bring myself to do it. 1 star. That's all I can say.",Very bad
7052,"I usually try to stay away from the Arizona Mills mall. The mall itself has gotten crappier by the minute. Now, since I work close by, I was forced to go back to venture to Paradise Bakery. I honestly did not get my hopes up.

Since it was lunch time, it was not busy at all. Nothing is worse that being on your work lunch, starving, and standing in line. I opted for the Chicken Walnut Sandwich, with a cup of Tomato Soup. 

The sandwich was delicious and fresh. The bread was perfect as was the chicken walnut salad. You know...sometimes chicken salad can get really gross..slimey..salty...yucky. This one was perfect and the walnuts added a delicious crunch.

On to the soup. First off, I L-O-V-E tomato soup. It is my favorite. Would almost consider taking a bath in it. Hehehe...well, ok maybe not. BUT this soup rocked my socks off. Perfectly creamy, with a hint of smoky flavor, a small drizzle of sour cream and a few crunchy tortilla strips. YUM.

So, venture there to try the soup but scurry fast and take the food with you. Don't eat there. Take it somewhere, where you can have a moment alone with the soup. 

Finito.",Very good
7541,"Ok here is the deal, I am sad to only give ground control 2 stars because it should be way better. This is in walking distance to my house and I come here almost every day. I have coffee, muffins, salads,and so on.
The coffee is usually good, the muffin was great, the salad was so so bad, and the service is kinda strange. 
   Its a small area you would expect this place to be really friendly and helpful, not the case. They usually are busy talking to the other workers or have some small project going on, never are they happy you are there its almost like they are bothered by you. the salad i had there was really bad, the lettuce was wilted and slathered in dressing, I sent it back and it looks like the ""chef"" just put it on a new plate with a little fresher lettuce and a lot more dressing. wasted my $7.00 bucks. Please Please Please Ground Control get your act together so I can give you more stars.",Bad
1130,"If you're looking for a good meal with solid service you'll find it here.  The menu has something for everyone, too.  If you like to go out for lunch or brunch, this is a great place to go.  Friendly, fast staff helps make the experience that much better.",Very good
6945,"Picazzo's is a freaking miracle for gluten ""allergies""!  

Almost everything there is gluten free, and you can get something besides gluten free pizza.  I highly recommend going during happy hour and just eating the starters - meatball sliders are awesome!

Pizza is very good as well.  More reasonably priced than a lot of the chain places that get their (really friggin' expensive) dough from somewhere else.  

People with celiacs:  rejoice.  Picazzo's is legendary.",Excellent
7457,"Along with Bliss, FEZ is another one of my fav brunch spots. They have $3 specialty drinks (mimosas, bloody marys, bellinis...). The service is always quick and the servers are always attentive and very patient with my ridiculous modifications. They have a drink called a ""g-spot"" and it is fresh grapefruit, grapefruit juice, ruby red vodka and soda. It is unbelievable and on thursdays they are $3 (i think) The menu is different with kasras and stylish burgers but somehow we always fill up on the appetizers. The cheese fondue and the little pyllo pockets are my favs. Ive never been disappointed at FEZ and I absolutely will continue to recommend it and go back! (Thanks thomas for the corrections!)",Excellent
6463,"They are helpful there and they are not helpful there, depends on how busy it is.  The place can be mobbed by rich teenagers and trendy asians, but if you have a warranty and need help, and you have an appointment then you are fine.  I have to admit having an macbook pro and an !phone, I am always drawn in.  

But the skinny crew with their cool black apple shirts can be quite helpful if you really need it.  It is hard to resist not going in.  The tech people really know their stuff.  I do wish another Apple store would open up in the West valley though.",Very good
2145,"I love this place because it's right next to my dorm and also, it's one of the few Mexican restaurants that I've found that actually sells a Mole (molay') dish (chocolate and poblano chile's if I'm not mistaken). Try the chicken Mole and you'll really like it... very authentic.

Chips are great, as is the salsa. You can tell its family owned... you can ask for Mexican cokes too I think. I've gone here twice and I'd go again whenever the stomach callers.

Sometimes they have a wandering mariachi guy. I always feel awkward when they come around because then you feel like you have to tip, but I think he sensed we were poor college students so he didn't come by.

I'm not sure what you ordered that you didn't like (to the first reviewer).",Very good
2013,"This was my second time dining at this Benihana (not my first teppanyaki experience), and we were out for one of my bf Sarah's birthday. We had a 7:30 reservation, and were seated at around 7:40 (why they make reservations, who knows?). 

There were six of us, and another couple was seated at our table. One of my gripes with this style of cooking, is that the dining space is super tiny. With all of our drinks (one each) at the table, there was hardly any room for error. Either way, our server was super nice and took very good care of us. The meal was good, albeit expensive, which is what one should expect when going to Beniana's. Everything was cooked great though, very fresh and yummy. This is definitely a place that you come for the experience as well as the food.",Very good
5918,"Okay, you might be asking yourself ""who reviews a Taco Bell? or even looks up reviews for Taco Bell?"" Well, I would ask myself that if I were you, but here we are.

This Taco Bell is awesome. They have really nice and friendly people working for them, and my husband and I would eat inside because we liked the service. We lived a block away, and came every so often over 3.5 years and it was always the same. We appreciate that kind of good service, and it's not one you would expect to get from a fast-food chain.",Excellent
6521,"Soggy overpriced fast food burger with allot of hype. When you have to cover the walls with quotes how good your product is, then you have to something to hide.",Bad
823,Try the Moroccan Chicken on the low calorie menu.  I was really surprised at how great it is.,Excellent
9161,"I love the Valley Ho! It's a beautiful property with great rooms, a fantastic pool, an excellent restaurant -- Trader Vic's and a really nice spa. Be sure to stay in the newly re-modeled Loft Suite. It's two stories and it's fantastic! If I was to take a stay-cation, I would be sure to stay at the Valley Ho! And for all you out-of-towner's who want to stay in Old Town Scottsdale and be close to great shopping, restaurants, and nightclubs, the Valley Ho should be at the top of your list!",Excellent
4807,"Stacy's is so cute! I pulled up and its a little shack with some limited seating outside. Seems like most people take their food to go, but your more then welcome to eat at their tables if you like.

When you pull up, you order at the window and they make the food for you while you wait.  There were a few of us hanging out in the parking lot at the time, which was kinda fun!  I got the BBQ Brisket to go, and it was a okay.  I loved the fact that it was smoked, and the BBQ sauce was on the side, so I could put on as much as I'd like.

Menu's kinda limited but good, and pricing is fair.  So, I was checking out their make shift dining area, and I had to laugh because there was a spray painted sign above that said ""man cave.""  LOL.

Place is cute, I recommend carrying out, and parking is kinda tight. Definitely a cute spot, and not a half bad place!",Good
9741,I love this gym! Everyone is so helpful and friendly. The gym has a TON of equipment and is always very well kept and clean. I wouldn't want to go anywhere else. I feel very well connected to all of the staff - they even know me by name! The trainers are extremely helpful also. I would recommend this gym to anyone and everyone!,Excellent
8597,"At first I was happy to find a dry cleaning shop that was on my route to/from work and had good prices.  The whole pay in advance thing and only accepting cash or debit card (with a 50 cent charge for debit) was a litte inconvenient, but that was OK.  The first few batches of items I brought in came out great, but then the quality started to go downhill.  I finally gave up on this place when 3 separate batches of items I brought in came back wrinkled, like they were not pressed completely.  Even the simple items like pencil skirts looked like they hadn't been touched at all.  Huh?  A low price is not really a bargain if I have to iron everything again myself once I get home.  Thanks but no thanks!",Bad
6177,"Okay, so I admit it. Sometimes I get a stubborn idea about not wanting to go to a specific establishment due to a fierce loyalty to one of it's competitors. It took me a while to cave on this one. Too long in fact.

Everyone loves Lux and as it happens, they have good reason to! My latte was supremely delicious. The environment is great albeit slightly confusing as far as the flow of service. 

I absolutely love the patio area. This place definitely has a Pacific Northwest vibe that immediately resonates with me. The service was really laid back, yet authentically friendly. I was far too busy enthusiastically catching up with a dear friend to take in all that Lux has to offer. There's room in my heart for Lux after all so I shall return. My primary concerns going in were the coffee, service and atmosphere. A+ for all in my humble estimation. 

I was a little late to the party, but I had a blast anyway.",Excellent
7327,"Delicious, cheap (for how much you actually get), and oh yeah, delicious.

I LOVE this place. I easily take home enough food for 3 meals. Great variety and nice people.",Very good
4193,"After waiting for over a month for this place to open, constantly annoyed by the sign on the door stating, ""Training in Progress"" I was expecting something spectacular.  The name itself ""Revo Burrito, Revolutionary Mex"" set me up thinking I was walking into...a revolutionary burrito joint!  My husband and I were disappointed to say the least.  He had the Chicken Machaca Burrito, which the counter girl said was her favorite.  And it was, well, just a chicken burrito, at best.  There was so much liquid oozing out the bottom from the wet lettuce and wet pico that he had to move his chips to another plate because they were swimming.  I had the Black Bean Burrito.  The menu had stated the beans were slow simmered in garlic, onions & seasonings...sounded delish!  However it tasted like they walked next door to Safeway and bought a can of black beans, heated them up and rolled them into a tortilla.  It was also supposed to include their ""special cheese blend"" AND there was only a SLIGHT SPRINKLE of cheese...literally!  I actually opened up the tortilla to make sure they didn't forget it.  Call me crazy, but when I order a bean & CHEESE burrito, I'd like to have at least a small amount of cheese.  I guess their idea of special cheese is magical, disappearing cheese.

The rice with corn & a drizzle of cream was especially delicious & the fresh-squeezed lemonade was tart & perfectly sweetened. We also liked the decor & the windowed kitchen.

For the price you pay for a very, simple burrito, that offers nothing revolutionary about it, their menu is over priced.  I would rather go to Baja Fresh or any other neighborhood Mexican restaurant.",Bad
7523,"You know when you make a copy of the original and its not quite the same? Juts a little fuzzy around the edges, not as sharp but usable? That is how I felt at the new location of Market Bistro. Similar vibe that I enjoy at the original isn't quite as pulled together at this location. Maybe the lack of a lounging area or the weird particle board chic tables? Or the fact that every table was dirty except one by the blast furnace (front entrance).. maybe the grease dripping on the glass in front of the grill? No forks? I'm sorry if I sound like a banging on MB.. but these are things that can be improved on. 

The Mr and I shared a salad and a Cuban sandwich.. the control freak in me of course got off on the salad making.. this was probably the best salad Ive made to date.. you should be able to patent your creations! The Cuban sandwich was okay.. the ciabatta rolls are so thick and chewy that when you take a bite the toppings sort of fire out the back.. for a Cuban sandwich I think it had some sort of Asian spice, like cardemom?? Anyway, the Mr didn't like it at all. This being his first time he was confused as to why I went on and on until he took a bite of my patent pending salad, then it all made sense to him. The salads are just so complete and delicious!

I look forward to coming again.. I just hope that they can make a perfect copy of the original or go for a different feel entirely.",Good
3481,"Five Guys offers a decent burger, but it's definitely overcooked--they brag about serving them well done and there's no argument here: that's what they are. But I much prefer the flavor of Smashburger's meat. Five Guys seemed rather devoid of meaningful seasoning, or if it was there, it was killed in the well-doneing. 

I also didn't really like that it comes out as two carelessly charred mini-patties, instead of one, nicely cooked and seasoned burger.

As far as Mill-area burgers are concerned, I'm at the following:
1.Smashburger  2. Chuckbox 3.  In N Out 4. Five Guys 5. Fatburger

And Chuckbox and Smashburger are awfully close. I've been a HUGE fan of Chuckbox for forever, so many I like the newness of Smashburger, but damn is it tasty. I also prefer the Smashfries to Chuckbox's fries, but I think I prefer 5 Guys' fries to both of them.

Finally, the price is obnoxious. You're not getting that much in the way of a burger for $11 (drink + fries + cheeseburger). You get a MOUNTAIN of fries, but I don't NEED that many fries. You also get to top it with just about anything, but I don't want to subsidize other people's toppings. Let me pay $2 less to get mine with lettuce, ketchup, and mayo.

Overall a meh burger. Not great, but better than Fatburger, if I don't want to walk to College for great burgerness.

Oh, as for atmosphere, it was like a club in there. I really don't need to be bombarded with music at lunch when I'm going to talk to someone. I hate shouting and the few times when the song would switch and the grill would quiet was like the eye of the storm. Turn that shit down.",Good
4751,"I'm usually not a big buffet fan, but this place changed my mind!  It's very clean, good service, lots and lots of amazing dishes, AND really good sushi!  Weekend lunch was $14.99, but during the week it's $11.99. Well worth every penny. One more comment, this isn't the kind of buffet where ""shifty people"" go. The kind where you need to Purell your hands and arms when you get back to the table : )",Excellent
1162,"I have to give major kudos to our server here. We rolled up at 9p per the Yelp listing happy hour times. Come to find out that 9 is the weekday happy hour and Fri/Sat's happy hour doesn't start until 10. We we're okay with this but our server spoke to the manager without us even complaining or asking him to and honored the 9p happy hour because of the Yelp listing. 

Now to the food and drink. 
If you love cheese, their cheese menu was very large. We got several of the cheeses, the Tres Freres was my favorite (non-happy hour item though). The pork empanadas are a must and the happy hour drinks were very good as well. The strawberry sunset martini was very yummy. 

I'd say the happy hour items are where it's at overall. The food was great the drinks were good. Really given their menu and atmosphere I was really surprised that it wasn't more busy. It's kind of sad to see many of the Phoenix area restaurants kind of dead at 9pm on a Friday night. I'm guessing if it were located in Scottsdale that would be a different story.",Very good
2594,"My rating is based on the fact that as a vegetarian, they charge $8 for a small mediocre bean burrito.  Maybe if this bean burrito were exceptionally good or large in size, but it was neither.  I'm not saying that if your idea of Mexican food is Chipolte, you will not find what you are looking for and be happy here. But if what you offer your vegetarian customers is deleting the meat and not adding anything else and charging full price, I can get MUCH BETTER elsewhere and pay way less.  

GRINGOS:  Take off the Chipolte blindfolds!  Go to a real Mexican restaurant and see what real food is supposed to taste like!",Very bad
9374,Bad... food was horrible... do not waste your time or money,Very bad
5311,I love the cornbread and butter but the rest can do without. The plates are so huge and super sloppy. The lettuce wraps are no good!  I did like our waitress but the bar tender with blonde hair was supper bitchy to the other staff it was annoying.,Bad
1579,"I have always loved this place.   Good Food, fair price,  and typically a couple of cute girls working there.  All around good place..   its a go to .",Excellent
1135,"I went to lunch with my buddy, Rob M., to a place called Uncle Bear's Bar and Grill. It was actually pretty cool! I was surprised because it is in one of the more LAME areas near my house. Namely ""Warner and Cooper"".

When we entered however, it was anything BUT lame. Dog bowls on all the tables filled with mutant peanuts. Granted, it was lunch, but there really wasn't more than 3 other groups there. This led me to believe the food/service was bad. Not at all! This place rocked!

We shared some nachos in a heterosexual kinda way, and shared manly stories about football before shoving off. By the way, Rob, you owe me $15.00!!!",Very good
9752,"I am writing this update soley based on the feeling one gets when going to Spitfire Grill, the food and drinks are always good.

Our complaint about Spitfire is that the owner and staff is never very welcoming. My fiancee and I have been there 15+ times and there is never any recognition by the staff. The owner is always there and he has never introduced himself or thanked us for coming in again.  The servers have never said 'welcome back or good to see you again'. For a neighborhood restaurant I would think you would want to make your regular customers feel appreciated. We love the food and the restaurant is right around the corner from our house, but we lean toward other, farther away restaurants with a more weloming feel.
For example, last night we went to House of Tricks in Tempe. It was our 4th visit. When we walked in three of the employees greeted us and welcomed us back. The bartenders remembered what we drink and asked us about something we discussed last time we were there.
Talk about feeling welcome! Spitfire has a lot to learn if they want to survive in a neighborhood lacation.",Good
4771,This place is so good. I love the big sandwhiches and the soups are so delicious. The only complaint I have is that I went twice and I unfortunately got hair and a fingernail clipping in my soup in two different times I went.,Very good
976,I have liked every sub I've had there with the exception of one. Pretty good odds!,Very good
7649,"I entered the CPK world late in life, and I'm sad about it because, apparently, I've been missing out.  CPK is great!  Contrary to what I thought, it's not just a place for pizza.  Although the place can suit all sorts of tastebuds, I would recommend going JUST for the pizza.  I went this evening for the second time in two weeks and ordered the BBQ chicken chopped salad.  It maybe could've used a little more dressing, but it was still good, so I can't complain too much.  When I went last week, I ordered one pizza from the MANY great options available, and I have to say, there is a reason it is called the California PIZZA Kitchen and not the California SALAD or PASTA Kitchen.  So 'Yay!  I'm a fan.' of the PIZZA here.  The other stuff....meh.  

The servers are always pleasant here, and I never wait a long time for the food to come out.  Prices are what you would expect for a chain restaurant.  Parking isn't usually a problem unless there's an event going on at Tempe Marketplace.  The up-side to eating at this particular location is that you can browse the shopping area before you stop in or after you're done eating.

Be forewarned: If you are ever asked if you want avocado with your salad, and you say yes, you WILL be charged extra.  Look out for this sneak attack.",Very good
613,"A perfectly good place for a chill Friday night dinner. I absolutely loved the atmosphere. Matta's has an upper level where every table is set up like a balcony over looking the main level, it feels like your in a courtyard. The only thing it's missing is an open look at the sky. There was also a mariachi band playing during the night which added to the appeal. And to make things really cool (at least to me), they did a Mexican version of the Godfather theme song. Loved it! 

The chips and salsa came out right away. The hot had a kick to it, but wasn't very flavorful. The mild was excellent, but I prefer my Salsa hot. I tried combining the two, which was only okay. The menu isn't really anything special. It's a lot smaller than most Mexican restaurants, and is loaded with the standards. My girlfriend had a chicken burrito which she enjoyed. I had the chicken fajitas, which were good as well. The food was good, but not great enough to make me run back out. 

The service was excellent. Our waitress was on top of everything despite the fact that we were on the upper level. We watched and felt a little bad as she had to run up and down the stairs (she usually took the stairs that weren't as visible, but you know what's going on) to get everything for us. I could imagine that if a server were having a bad enough day, they would just make people up there and wait. 

We just randomly chose Matta's because we happened to be at Mesa Riverview. I enjoyed my experience there. While it's not a place that I'm dieing to try again, if someone suggests Mexican, and we're nearby, I'd recommend it.",Good
